mois,famille,type_absence,type_contrat,catégorie,tranche_age,temps_du_total,temps_absence_total,taux_absence
2025-08,Aucune,Aucune,cdd,Qualité,20-30 ans,208.0,26.0,12.5
2025-08,Aucune,Aucune,cdd,Qualité,Moins de 20 ans,128.0,16.0,12.5
2025-08,Aucune,Aucune,cdd,Recherche,30-40 ans,256.0,32.0,12.5
2025-08,Aucune,Aucune,cdd,Rééducation,20-30 ans,135.0,18.0,13.333333333333334
2025-08,Aucune,Aucune,cdd,Rééducation,50-60 ans,135.0,18.0,13.333333333333334
2025-08,Aucune,Aucune,cdd,Rééducation,60 ans et plus,240.0,32.0,13.333333333333334
2025-08,Aucune,Aucune,cdd,Rééducation,Moins de 20 ans,105.0,14.0,13.333333333333334
2025-08,Aucune,Aucune,cdd,Soins infirmiers,20-30 ans,2895.0,283.0,9.775474956822107
2025-08,Aucune,Aucune,cdd,Soins infirmiers,30-40 ans,1441.18,112.0,7.77140953940521
2025-08,Aucune,Aucune,cdd,Soins infirmiers,40-50 ans,1219.0,96.0,7.875307629204266
2025-08,Aucune,Aucune,cdd,Soins infirmiers,50-60 ans,1623.0,128.0,7.8866296980899575
2025-08,Aucune,Aucune,cdd,Soins infirmiers,60 ans et plus,533.0,40.0,7.5046904315197
2025-08,Aucune,Aucune,cdd,Soins infirmiers,Moins de 20 ans,469.0,26.0,5.543710021321962
2025-08,Aucune,Aucune,cdd,Sécurité,20-30 ans,128.0,0.0,0.0
2025-08,Aucune,Aucune,cdd,Sécurité,60 ans et plus,100.0,0.0,0.0
2025-08,Aucune,Aucune,cdd,Techniques/bâtiment,20-30 ans,149.4,19.0,12.717536813922356
2025-08,Aucune,Aucune,cdd,Techniques/bâtiment,40-50 ans,270.0,36.0,13.333333333333334
2025-08,Aucune,Aucune,cdi,Administratif,20-30 ans,3333.0,316.0,9.48094809480948
2025-08,Aucune,Aucune,cdi,Administratif,30-40 ans,679.0,90.0,13.25478645066274
2025-08,Aucune,Aucune,cdi,Administratif,40-50 ans,405.0,54.0,13.333333333333334
2025-08,Aucune,Aucune,cdi,Administratif,Moins de 20 ans,323.6,41.0,12.669962917181705
2025-08,Aucune,Aucune,cdi,Administratif,Non défini,8792.5,900.0,10.235996588001136
2025-08,Aucune,Aucune,cdi,Administratif/médical,20-30 ans,405.0,54.0,13.333333333333334
2025-08,Aucune,Aucune,cdi,Administratif/médical,30-40 ans,120.0,19.0,15.833333333333332
2025-08,Aucune,Aucune,cdi,Administratif/médical,Moins de 20 ans,270.0,18.0,6.666666666666667
2025-08,Aucune,Aucune,cdi,Administratif/médical,Non défini,1852.5,248.0,13.387314439946019
2025-08,Aucune,Aucune,cdi,Biomédical,20-30 ans,839.0,68.0,8.104886769964244
2025-08,Aucune,Aucune,cdi,Biomédical,30-40 ans,19.2,2.0,10.416666666666668
2025-08,Aucune,Aucune,cdi,Biomédical,Non défini,1256.0,103.0,8.200636942675159
2025-08,Aucune,Aucune,cdi,Bloc opératoire,20-30 ans,2253.1,203.0,9.009808708002307
2025-08,Aucune,Aucune,cdi,Bloc opératoire,30-40 ans,429.1,59.0,13.749708692612444
2025-08,Aucune,Aucune,cdi,Bloc opératoire,40-50 ans,120.0,19.0,15.833333333333332
2025-08,Aucune,Aucune,cdi,Bloc opératoire,Moins de 20 ans,900.5,98.0,10.882842865074958
2025-08,Aucune,Aucune,cdi,Bloc opératoire,Non défini,9967.1,925.0,9.28053295341674
2025-08,Aucune,Aucune,cdi,Direction,Non défini,608.0,61.0,10.032894736842106
2025-08,Aucune,Aucune,cdi,Hygiène/Hôtellerie,20-30 ans,432.0,34.0,7.87037037037037
2025-08,Aucune,Aucune,cdi,Hygiène/Hôtellerie,30-40 ans,130.0,13.0,10.0
2025-08,Aucune,Aucune,cdi,Hygiène/Hôtellerie,Moins de 20 ans,130.0,0.0,0.0
2025-08,Aucune,Aucune,cdi,Hygiène/Hôtellerie,Non défini,1490.0,97.0,6.510067114093959
2025-08,Aucune,Aucune,cdi,Imagerie,20-30 ans,845.0,87.0,10.29585798816568
2025-08,Aucune,Aucune,cdi,Imagerie,30-40 ans,476.0,43.0,9.033613445378151
2025-08,Aucune,Aucune,cdi,Imagerie,40-50 ans,173.4,4.0,2.306805074971165
2025-08,Aucune,Aucune,cdi,Imagerie,Moins de 20 ans,172.0,8.0,4.651162790697675
2025-08,Aucune,Aucune,cdi,Imagerie,Non défini,2586.0,194.0,7.501933488012375
2025-08,Aucune,Aucune,cdi,Information médicale,20-30 ans,370.5,58.0,15.654520917678813
2025-08,Aucune,Aucune,cdi,Information médicale,30-40 ans,128.0,16.0,12.5
2025-08,Aucune,Aucune,cdi,Information médicale,Non défini,1807.0,240.0,13.281682346430548
2025-08,Aucune,Aucune,cdi,Juridique,20-30 ans,96.0,8.0,8.333333333333332
2025-08,Aucune,Aucune,cdi,Juridique,Non défini,256.0,32.0,12.5
2025-08,Aucune,Aucune,cdi,Laboratoire,20-30 ans,1421.5,177.0,12.451635596201196
2025-08,Aucune,Aucune,cdi,Laboratoire,30-40 ans,375.0,0.0,0.0
2025-08,Aucune,Aucune,cdi,Laboratoire,40-50 ans,231.0,18.0,7.792207792207792
2025-08,Aucune,Aucune,cdi,Laboratoire,Moins de 20 ans,114.6,0.0,0.0
2025-08,Aucune,Aucune,cdi,Laboratoire,Non défini,4362.1,322.0,7.381765663327296
2025-08,Aucune,Aucune,cdi,Logistique,20-30 ans,955.0,120.0,12.56544502617801
2025-08,Aucune,Aucune,cdi,Logistique,Moins de 20 ans,105.0,14.0,13.333333333333334
2025-08,Aucune,Aucune,cdi,Logistique,Non défini,2176.0,258.0,11.856617647058822
2025-08,Aucune,Aucune,cdi,Maïeutique,20-30 ans,9.6,0.0,0.0
2025-08,Aucune,Aucune,cdi,Maïeutique,Non défini,936.0,78.0,8.333333333333332
2025-08,Aucune,Aucune,cdi,Médical,20-30 ans,4100.08,433.0,10.56076954596008
2025-08,Aucune,Aucune,cdi,Médical,30-40 ans,1725.9,218.0,12.631091024972477
2025-08,Aucune,Aucune,cdi,Médical,40-50 ans,270.0,36.0,13.333333333333334
2025-08,Aucune,Aucune,cdi,Médical,Moins de 20 ans,308.0,30.0,9.740259740259742
2025-08,Aucune,Aucune,cdi,Médical,Non défini,14361.44,1485.0,10.340188727592777
2025-08,Aucune,Aucune,cdi,Pharmacie,20-30 ans,664.0,69.0,10.391566265060241
2025-08,Aucune,Aucune,cdi,Pharmacie,Moins de 20 ans,682.68,90.0,13.183336262963616
2025-08,Aucune,Aucune,cdi,Pharmacie,Non défini,4467.0,475.0,10.633534810835013
2025-08,Aucune,Aucune,cdi,Psycho-social,20-30 ans,135.0,18.0,13.333333333333334
2025-08,Aucune,Aucune,cdi,Psycho-social,Non défini,892.5,92.0,10.308123249299719
2025-08,Aucune,Aucune,cdi,Pédiatrie/néonat,20-30 ans,231.0,18.0,7.792207792207792
2025-08,Aucune,Aucune,cdi,Pédiatrie/néonat,30-40 ans,108.0,9.0,8.333333333333332
2025-08,Aucune,Aucune,cdi,Pédiatrie/néonat,Non défini,312.0,9.0,2.8846153846153846
2025-08,Aucune,Aucune,cdi,Qualité,20-30 ans,128.0,16.0,12.5
2025-08,Aucune,Aucune,cdi,Qualité,Moins de 20 ans,128.0,16.0,12.5
2025-08,Aucune,Aucune,cdi,Qualité,Non défini,792.0,70.0,8.83838383838384
2025-08,Aucune,Aucune,cdi,Recherche,20-30 ans,263.0,16.0,6.083650190114068
2025-08,Aucune,Aucune,cdi,Recherche,30-40 ans,128.0,0.0,0.0
2025-08,Aucune,Aucune,cdi,Recherche,Moins de 20 ans,192.0,8.0,4.166666666666666
2025-08,Aucune,Aucune,cdi,Recherche,Non défini,1247.0,109.0,8.740978348035284
2025-08,Aucune,Aucune,cdi,Rééducation,20-30 ans,857.0,95.0,11.085180863477246
2025-08,Aucune,Aucune,cdi,Rééducation,Non défini,2362.5,228.0,9.650793650793652
2025-08,Aucune,Aucune,cdi,Soins infirmiers,20-30 ans,5253.5,472.0,8.984486532787665
2025-08,Aucune,Aucune,cdi,Soins infirmiers,30-40 ans,2315.6,190.0,8.205216790464673
2025-08,Aucune,Aucune,cdi,Soins infirmiers,40-50 ans,760.0,49.0,6.447368421052632
2025-08,Aucune,Aucune,cdi,Soins infirmiers,Moins de 20 ans,1259.0,102.0,8.101667990468627
2025-08,Aucune,Aucune,cdi,Soins infirmiers,Non défini,26144.92,2065.0,7.89828387311952
2025-08,Aucune,Aucune,cdi,Sécurité,20-30 ans,498.0,36.0,7.228915662650602
2025-08,Aucune,Aucune,cdi,Sécurité,Non défini,674.0,31.0,4.599406528189911
2025-08,Aucune,Aucune,cdi,Techniques/bâtiment,20-30 ans,383.6,50.0,13.034410844629821
2025-08,Aucune,Aucune,cdi,Techniques/bâtiment,Moins de 20 ans,144.6,18.0,12.448132780082988
2025-08,Aucune,Aucune,cdi,Techniques/bâtiment,Non défini,986.98,121.0,12.2596202557296
2025-08,Autres,Formation,cdi,Soins infirmiers,Non défini,810.0,108.0,13.333333333333334
2025-08,Maladie,Longue maladie,cdi,Médical,30-40 ans,1755.0,234.0,13.333333333333334
2025-08,Maladie,Longue maladie,cdi,Médical,Non défini,1755.0,234.0,13.333333333333334
2025-08,Maladie,Maladie,cdd,Logistique,30-40 ans,5940.0,792.0,13.333333333333334
2025-08,Maladie,Maladie,cdd,Médical,20-30 ans,6912.0,864.0,12.5
2025-08,Maladie,Maladie,cdd,Médical,30-40 ans,6912.0,864.0,12.5
2025-08,Maladie,Maladie,cdd,Soins infirmiers,20-30 ans,5184.0,432.0,8.333333333333332
2025-08,Maladie,Maladie,cdd,Soins infirmiers,60 ans et plus,12960.0,1728.0,13.333333333333334
2025-08,Maladie,Maladie,cdd,Techniques/bâtiment,40-50 ans,2641.92,344.0,13.020833333333334
2025-08,Maladie,Maladie,cdi,Administratif,Non défini,8920.0,1136.0,12.73542600896861
2025-08,Maladie,Maladie,cdi,Administratif/médical,20-30 ans,43008.0,5376.0,12.5
2025-08,Maladie,Maladie,cdi,Administratif/médical,Non défini,15120.0,2016.0,13.333333333333334
2025-08,Maladie,Maladie,cdi,Bloc opératoire,20-30 ans,39285.0,4590.0,11.683848797250858
2025-08,Maladie,Maladie,cdi,Bloc opératoire,30-40 ans,13248.0,1104.0,8.333333333333332
2025-08,Maladie,Maladie,cdi,Bloc opératoire,Non défini,123905.0,14530.0,11.72672612081837
2025-08,Maladie,Maladie,cdi,Information médicale,Non défini,8505.0,1134.0,13.333333333333334
2025-08,Maladie,Maladie,cdi,Laboratoire,30-40 ans,92340.0,12312.0,13.333333333333334
2025-08,Maladie,Maladie,cdi,Logistique,Moins de 20 ans,5940.0,792.0,13.333333333333334
2025-08,Maladie,Maladie,cdi,Logistique,Non défini,2688.0,0.0,0.0
2025-08,Maladie,Maladie,cdi,Médical,20-30 ans,10152.0,1296.0,12.76595744680851
2025-08,Maladie,Maladie,cdi,Médical,30-40 ans,12177.0,1566.0,12.86031042128603
2025-08,Maladie,Maladie,cdi,Médical,Non défini,26592.0,3488.0,13.116726835138387
2025-08,Maladie,Maladie,cdi,Pharmacie,Non défini,5434.5,829.0,15.25439322844788
2025-08,Maladie,Maladie,cdi,Psycho-social,Moins de 20 ans,2641.92,344.0,13.020833333333334
2025-08,Maladie,Maladie,cdi,Psycho-social,Non défini,92340.0,12312.0,13.333333333333334
2025-08,Maladie,Maladie,cdi,Pédiatrie/néonat,Non défini,3240.0,270.0,8.333333333333332
2025-08,Maladie,Maladie,cdi,Rééducation,Non défini,8400.0,1120.0,13.333333333333334
2025-08,Maladie,Maladie,cdi,Soins infirmiers,20-30 ans,25920.0,3348.0,12.916666666666668
2025-08,Maladie,Maladie,cdi,Soins infirmiers,Non défini,115806.0,12615.0,10.893217967980934
2025-08,Maladie,Maladie,cdi,Techniques/bâtiment,Non défini,2496.0,312.0,12.5
2025-08,Événements familiaux,Décès,cdd,Soins infirmiers,50-60 ans,384.0,0.0,0.0
2025-08,Événements familiaux,Décès,cdi,Administratif/médical,Non défini,3510.0,468.0,13.333333333333334
2025-08,Événements familiaux,Décès,cdi,Bloc opératoire,Non défini,768.0,96.0,12.5
2025-08,Événements familiaux,Décès,cdi,Médical,30-40 ans,3510.0,468.0,13.333333333333334
2025-08,Événements familiaux,Décès,cdi,Médical,Non défini,3510.0,468.0,13.333333333333334
2025-08,Événements familiaux,Déménagement,cdi,Administratif/médical,Non défini,3510.0,468.0,13.333333333333334
2025-08,Événements familiaux,Déménagement,cdi,Médical,Non défini,1050.0,140.0,13.333333333333334
2025-08,Événements familiaux,Enfant malade,cdd,Soins infirmiers,20-30 ans,1728.0,144.0,8.333333333333332
2025-08,Événements familiaux,Enfant malade,cdd,Soins infirmiers,60 ans et plus,6480.0,864.0,13.333333333333334
2025-08,Événements familiaux,Enfant malade,cdi,Bloc opératoire,30-40 ans,4416.0,368.0,8.333333333333332
2025-08,Événements familiaux,Enfant malade,cdi,Bloc opératoire,Non défini,4416.0,368.0,8.333333333333332
2025-08,Événements familiaux,Enfant malade,cdi,Médical,30-40 ans,3510.0,468.0,13.333333333333334
2025-08,Événements familiaux,Enfant malade,cdi,Médical,Non défini,3510.0,468.0,13.333333333333334
2025-08,Événements familiaux,Enfant malade,cdi,Pharmacie,Non défini,1755.0,494.0,28.14814814814815
2025-08,Événements familiaux,Enfant malade,cdi,Rééducation,Non défini,3360.0,448.0,13.333333333333334
2025-08,Événements familiaux,Enfant malade,cdi,Soins infirmiers,Non défini,5832.0,594.0,10.185185185185185
2025-08,Événements familiaux,Mariage,cdi,Pharmacie,Non défini,512.0,64.0,12.5
2025-08,Événements familiaux,Mariage,cdi,Soins infirmiers,20-30 ans,23760.0,3168.0,13.333333333333334
2025-08,Événements familiaux,Mariage,cdi,Soins infirmiers,Non défini,11880.0,1584.0,13.333333333333334
,Absences non payées,Divers,cdi,Administratif/médical,Non défini,1086.64,408.0,37.546933667083856
,Accidentologie,Accident de travail,cdd,Médical,20-30 ans,1007.82,216.0,21.432398642614753
,Accidentologie,Accident de travail,cdd,Médical,30-40 ans,1007.82,216.0,21.432398642614753
,Accidentologie,Accident de travail,cdi,Administratif/médical,20-30 ans,4703.16,1008.0,21.432398642614753
,Accidentologie,Accident de travail,cdi,Bloc opératoire,30-40 ans,9360.08,276.0,2.948692746215844
,Accidentologie,Accident de travail,cdi,Bloc opératoire,Non défini,14063.24,1284.0,9.130186215978679
,Accidentologie,Accident de travail,cdi,Information médicale,Non défini,287.64,108.0,37.546933667083856
,Accidentologie,Accident de travail,cdi,Médical,20-30 ans,1391.34,360.0,25.87433697011514
,Accidentologie,Accident de travail,cdi,Médical,30-40 ans,1423.3,372.0,26.136443476428024
,Accidentologie,Accident de travail,cdi,Médical,Non défini,1972.47,576.0,29.20196504889808
,Accidentologie,Accident de travail,cdi,Rééducation,Non défini,530.08,192.0,36.22094778146695
,Accidentologie,Accident de travail,cdi,Soins infirmiers,20-30 ans,3589.6,120.0,3.3429908624916425
,Accidentologie,Accident de travail,cdi,Soins infirmiers,Non défini,1794.8,60.0,3.3429908624916425
,Accidentologie,Accident de travail,cdi,Techniques/bâtiment,Non défini,281.6,96.0,34.090909090909086
,Accidentologie,Maladie professionnelle,cdd,Soins infirmiers,20-30 ans,2871.68,96.0,3.3429908624916425
,Aucune,Aucune,apprenti,Administratif,20-30 ans,30.98,0.0,0.0
,Aucune,Aucune,apprenti,Bloc opératoire,20-30 ans,99.12,24.0,24.213075060532688
,Aucune,Aucune,apprenti,Hygiène/Hôtellerie,20-30 ans,56.96,12.0,21.06741573033708
,Aucune,Aucune,apprenti,Laboratoire,20-30 ans,56.019999999999996,0.0,0.0
,Aucune,Aucune,apprenti,Logistique,20-30 ans,31.96,12.0,37.546933667083856
,Aucune,Aucune,apprenti,Médical,20-30 ans,56.96,12.0,21.06741573033708
,Aucune,Aucune,apprenti,Soins infirmiers,20-30 ans,206.71,24.0,11.610468772676697
,Aucune,Aucune,apprenti,Sécurité,20-30 ans,95.63,0.0,0.0
,Aucune,Aucune,cdd,Administratif,20-30 ans,427.86,60.0,14.023278642546627
,Aucune,Aucune,cdd,Administratif,30-40 ans,627.23,72.0,11.479042775377453
,Aucune,Aucune,cdd,Administratif,40-50 ans,257.04,72.0,28.011204481792717
,Aucune,Aucune,cdd,Administratif,50-60 ans,65.09,24.0,36.87202335228145
,Aucune,Aucune,cdd,Administratif,60 ans et plus,83.27,24.0,28.821904647532126
,Aucune,Aucune,cdd,Administratif,Moins de 20 ans,31.96,12.0,37.546933667083856
,Aucune,Aucune,cdd,Administratif/médical,20-30 ans,63.92,24.0,37.546933667083856
,Aucune,Aucune,cdd,Administratif/médical,30-40 ans,31.96,12.0,37.546933667083856
,Aucune,Aucune,cdd,Administratif/médical,40-50 ans,65.09,24.0,36.87202335228145
,Aucune,Aucune,cdd,Administratif/médical,60 ans et plus,31.96,12.0,37.546933667083856
,Aucune,Aucune,cdd,Biomédical,20-30 ans,111.98,12.0,10.716199321307377
,Aucune,Aucune,cdd,Bloc opératoire,20-30 ans,670.42,84.0,12.529459145013574
,Aucune,Aucune,cdd,Bloc opératoire,30-40 ans,51.31,12.0,23.387253946599103
,Aucune,Aucune,cdd,Bloc opératoire,40-50 ans,694.06,72.0,10.373742904071696
,Aucune,Aucune,cdd,Bloc opératoire,50-60 ans,969.31,72.0,7.427964221972331
,Aucune,Aucune,cdd,Bloc opératoire,60 ans et plus,87.95,0.0,0.0
,Aucune,Aucune,cdd,Direction,40-50 ans,55.99,12.0,21.432398642614753
,Aucune,Aucune,cdd,Hygiène/Hôtellerie,40-50 ans,83.48,0.0,0.0
,Aucune,Aucune,cdd,Hygiène/Hôtellerie,50-60 ans,56.96,0.0,0.0
,Aucune,Aucune,cdd,Imagerie,20-30 ans,143.94,24.0,16.673614005835766
,Aucune,Aucune,cdd,Imagerie,30-40 ans,394.15999999999997,12.0,3.0444489547391926
,Aucune,Aucune,cdd,Imagerie,40-50 ans,358.96,12.0,3.3429908624916425
,Aucune,Aucune,cdd,Imagerie,50-60 ans,31.96,12.0,37.546933667083856
,Aucune,Aucune,cdd,Imagerie,60 ans et plus,358.96,0.0,0.0
,Aucune,Aucune,cdd,Imagerie,Moins de 20 ans,56.019999999999996,12.0,21.420921099607284
,Aucune,Aucune,cdd,Information médicale,20-30 ans,31.96,12.0,37.546933667083856
,Aucune,Aucune,cdd,Information médicale,40-50 ans,432.5,36.0,8.323699421965317
,Aucune,Aucune,cdd,Information médicale,60 ans et plus,31.96,12.0,37.546933667083856
,Aucune,Aucune,cdd,Juridique,30-40 ans,55.99,12.0,21.432398642614753
,Aucune,Aucune,cdd,Laboratoire,20-30 ans,171.43,36.0,20.99982500145832
,Aucune,Aucune,cdd,Laboratoire,30-40 ans,201.16,48.0,23.861602704314976
,Aucune,Aucune,cdd,Laboratoire,40-50 ans,150.72,24.0,15.92356687898089
,Aucune,Aucune,cdd,Laboratoire,50-60 ans,115.44,24.0,20.79002079002079
,Aucune,Aucune,cdd,Logistique,20-30 ans,113.92,0.0,0.0
,Aucune,Aucune,cdd,Logistique,30-40 ans,115.44,12.0,10.395010395010395
,Aucune,Aucune,cdd,Logistique,Moins de 20 ans,31.96,12.0,37.546933667083856
,Aucune,Aucune,cdd,Médical,20-30 ans,512.97,36.0,7.017954266331364
,Aucune,Aucune,cdd,Médical,30-40 ans,160.97,48.0,29.819220972852083
,Aucune,Aucune,cdd,Médical,40-50 ans,248.72,60.0,24.123512383403025
,Aucune,Aucune,cdd,Médical,50-60 ans,351.31,84.0,23.91050639036748
,Aucune,Aucune,cdd,Médical,60 ans et plus,63.92,24.0,37.546933667083856
,Aucune,Aucune,cdd,Pharmacie,20-30 ans,97.05,24.0,24.72952086553323
,Aucune,Aucune,cdd,Pharmacie,30-40 ans,191.26,0.0,0.0
,Aucune,Aucune,cdd,Pharmacie,40-50 ans,33.13,12.0,36.22094778146695
,Aucune,Aucune,cdd,Psycho-social,40-50 ans,62.94,12.0,19.065776930409914
,Aucune,Aucune,cdd,Pédiatrie/néonat,Moins de 20 ans,31.96,12.0,37.546933667083856
,Aucune,Aucune,cdd,Qualité,20-30 ans,86.36,24.0,27.79064381658175
,Aucune,Aucune,cdd,Qualité,Moins de 20 ans,55.99,12.0,21.432398642614753
,Aucune,Aucune,cdd,Recherche,30-40 ans,111.98,24.0,21.432398642614753
,Aucune,Aucune,cdd,Rééducation,20-30 ans,31.96,12.0,37.546933667083856
,Aucune,Aucune,cdd,Rééducation,50-60 ans,31.96,12.0,37.546933667083856
,Aucune,Aucune,cdd,Rééducation,60 ans et plus,65.09,24.0,36.87202335228145
,Aucune,Aucune,cdd,Rééducation,Moins de 20 ans,33.13,12.0,36.22094778146695
,Aucune,Aucune,cdd,Soins infirmiers,20-30 ans,4045.5,276.0,6.822395253985911
,Aucune,Aucune,cdd,Soins infirmiers,30-40 ans,2527.2,132.0,5.223171889838557
,Aucune,Aucune,cdd,Soins infirmiers,40-50 ans,2711.5099999999998,120.0,4.425578367772939
,Aucune,Aucune,cdd,Soins infirmiers,50-60 ans,3214.5699999999997,156.0,4.852904120924417
,Aucune,Aucune,cdd,Soins infirmiers,60 ans et plus,1145.21,48.0,4.191371014923027
,Aucune,Aucune,cdd,Soins infirmiers,Moins de 20 ans,533.51,24.0,4.498509868606025
,Aucune,Aucune,cdd,Sécurité,20-30 ans,55.99,0.0,0.0
,Aucune,Aucune,cdd,Sécurité,60 ans et plus,95.63,0.0,0.0
,Aucune,Aucune,cdd,Techniques/bâtiment,20-30 ans,31.96,12.0,37.546933667083856
,Aucune,Aucune,cdd,Techniques/bâtiment,40-50 ans,63.92,24.0,37.546933667083856
,Aucune,Aucune,cdi,Administratif,20-30 ans,1370.13,240.0,17.51658601738521
,Aucune,Aucune,cdi,Administratif,30-40 ans,218.16,72.0,33.003300330033
,Aucune,Aucune,cdi,Administratif,40-50 ans,95.88,36.0,37.546933667083856
,Aucune,Aucune,cdi,Administratif,Moins de 20 ans,101.46000000000001,36.0,35.48196333530455
,Aucune,Aucune,cdi,Administratif,Non défini,2993.82,660.0,22.045413551916948
,Aucune,Aucune,cdi,Administratif/médical,20-30 ans,95.88,36.0,37.546933667083856
,Aucune,Aucune,cdi,Administratif/médical,30-40 ans,51.31,12.0,23.387253946599103
,Aucune,Aucune,cdi,Administratif/médical,Moins de 20 ans,63.92,12.0,18.773466833541928
,Aucune,Aucune,cdi,Administratif/médical,Non défini,538.81,168.0,31.179822200775785
,Aucune,Aucune,cdi,Biomédical,20-30 ans,953.05,60.0,6.295577356906773
,Aucune,Aucune,cdi,Biomédical,Non défini,524.73,84.0,16.0082328054428
,Aucune,Aucune,cdi,Bloc opératoire,20-30 ans,2093.25,168.0,8.025797205302759
,Aucune,Aucune,cdi,Bloc opératoire,30-40 ans,549.92,48.0,8.728542333430319
,Aucune,Aucune,cdi,Bloc opératoire,40-50 ans,51.31,12.0,23.387253946599103
,Aucune,Aucune,cdi,Bloc opératoire,Moins de 20 ans,713.0699999999999,72.0,10.097185409567084
,Aucune,Aucune,cdi,Bloc opératoire,Non défini,9135.58,780.0,8.538045750789768
,Aucune,Aucune,cdi,Direction,Non défini,244.75,48.0,19.611848825331972
,Aucune,Aucune,cdi,Hygiène/Hôtellerie,20-30 ans,284.35,36.0,12.660453666256375
,Aucune,Aucune,cdi,Hygiène/Hôtellerie,30-40 ans,56.96,12.0,21.06741573033708
,Aucune,Aucune,cdi,Hygiène/Hôtellerie,Moins de 20 ans,56.96,0.0,0.0
,Aucune,Aucune,cdi,Hygiène/Hôtellerie,Non défini,870.86,96.0,11.02358588062375
,Aucune,Aucune,cdi,Imagerie,20-30 ans,955.42,72.0,7.5359527746959465
,Aucune,Aucune,cdi,Imagerie,30-40 ans,480.03999999999996,36.0,7.499375052078994
,Aucune,Aucune,cdi,Imagerie,40-50 ans,31.96,0.0,0.0
,Aucune,Aucune,cdi,Imagerie,Moins de 20 ans,414.98,12.0,2.8917056243674395
,Aucune,Aucune,cdi,Imagerie,Non défini,3908.12,192.0,4.912848121347349
,Aucune,Aucune,cdi,Information médicale,20-30 ans,154.16,48.0,31.136481577581733
,Aucune,Aucune,cdi,Information médicale,30-40 ans,55.99,12.0,21.432398642614753
,Aucune,Aucune,cdi,Information médicale,Non défini,556.01,168.0,30.215283897771624
,Aucune,Aucune,cdi,Juridique,20-30 ans,85.63,12.0,14.013780217213595
,Aucune,Aucune,cdi,Juridique,Non défini,111.98,24.0,21.432398642614753
,Aucune,Aucune,cdi,Laboratoire,20-30 ans,1332.66,144.0,10.80545675566161
,Aucune,Aucune,cdi,Laboratoire,30-40 ans,97.05,0.0,0.0
,Aucune,Aucune,cdi,Laboratoire,40-50 ans,117.59,12.0,10.204949400459222
